1	45	8	8	3	8	4	7
1	46	10	6	3	9	7	3
1	47	12	6	1	11	6	2
1	48	6	5	8	5	9	5
1	49	11	3	5	7	6	6
1	50	5	5	9	6	4	9
1	51	5	5	9	6	4	9
1	52	6	3	10	5	6	8
1	53	6	3	10	5	6	8
1	54	6	3	10	5	6	8
1	55	8	4	7	6	5	8
1	56	6	6	7	3	6	10
1	57	8	6	5	4	5	10
1	58	6	6	7	6	3	10
11	21	16	1	2	13	3	3
11	22	16	1	2	12	5	2
11	23	15	3	1	13	1	5
11	24	15	1	4	8	3	8
11	25	14	1	4	7	4	8
11	26	12	4	3	6	6	7
11	27	11	4	4	6	4	9
11	28	9	6	4	4	10	5
11	29	9	5	5	5	6	8
11	30	8	6	5	5	4	10
11	31	8	5	6	4	6	9
11	32	8	5	6	4	4	11
11	33	8	4	7	4	3	12
11	34	7	5	7	3	5	11
11	35	7	5	7	3	5	11
11	36	6	7	6	3	2	14
11	37	7	4	8	3	2	14
11	38	6	6	7	1	7	11
11	39	6	5	8	0	9	10
11	40	4	8	7	1	3	15
10	21	12	5	2	7	4	8
10	22	12	2	5	7	7	5
10	23	12	4	3	8	7	4
10	24	5	9	5	7	5	7
10	25	8	8	3	8	4	7
10	26	10	6	3	9	7	3
10	27	12	6	1	11	6	2
10	28	6	5	8	5	9	5
10	29	11	3	5	7	6	6
10	30	5	5	9	6	4	9
10	31	5	5	9	6	4	9
10	32	6	3	10	5	6	8
10	33	6	3	10	5	6	8
10	34	6	3	10	5	6	8
10	35	8	4	7	6	5	8
10	36	6	6	7	3	6	10
10	37	8	6	5	4	5	10
10	38	6	6	7	6	3	10
10	39	6	5	8	4	8	7
10	40	9	7	3	7	7	5
9	21	12	5	2	7	4	8
9	22	12	2	5	7	7	5
9	23	11	3	3	7	8	4
9	24	5	9	5	7	5	7
9	25	8	8	3	8	4	7
9	26	10	6	3	9	7	3
9	27	12	6	1	10	7	2
9	28	6	5	8	5	9	5
9	29	11	3	5	7	6	6
9	30	5	5	9	6	4	9
9	31	5	4	10	6	4	9
9	32	6	3	10	5	6	8
9	33	6	3	10	5	6	8
9	34	6	3	10	5	6	8
9	35	8	4	7	6	5	8
9	36	6	6	7	3	6	10
9	37	8	6	5	4	5	10
9	38	6	6	7	6	3	10
9	39	6	5	8	4	8	7
9	40	9	7	3	7	7	5
8	21	12	5	2	7	4	8
8	22	12	2	5	7	7	5
8	23	12	4	3	8	7	4
8	24	5	9	5	7	5	7
8	25	8	8	3	8	4	7
8	26	10	5	4	9	7	3
8	27	12	6	1	11	6	2
8	28	6	5	8	5	9	5
8	29	12	2	5	8	5	6
8	30	5	5	9	6	4	9
8	31	5	5	9	6	4	9
8	32	6	3	10	5	6	8
8	33	6	3	10	5	6	8
8	34	6	3	10	5	6	8
8	35	8	4	7	6	5	8
8	36	6	6	7	3	6	10
8	37	8	6	5	4	5	10
8	38	6	6	7	6	4	9
8	39	6	5	8	4	7	8
8	40	9	8	2	7	7	5
7	21	13	4	2	7	4	8
7	22	12	2	5	7	7	5
7	23	12	3	4	8	7	4
7	24	5	9	5	8	4	7
7	25	8	8	3	8	4	7
7	26	10	6	3	9	7	3
7	27	12	6	1	11	8	0
7	28	6	5	8	5	9	5
7	29	11	3	5	7	6	6
7	30	5	5	9	6	4	9
7	31	5	5	9	6	4	9
7	32	6	3	10	5	6	8
7	33	6	3	10	5	6	8
7	34	6	3	10	5	6	8
7	35	8	4	7	6	5	8
7	36	6	6	7	3	6	10
7	37	8	6	5	4	5	10
7	38	6	6	7	6	3	10
7	39	6	5	8	4	8	7
7	40	9	7	3	7	7	5
6	21	12	5	2	7	4	8
6	22	12	2	5	7	7	5
6	23	12	4	3	8	7	4
6	24	5	9	5	7	5	7
6	25	8	8	3	8	4	7
6	26	10	6	3	9	7	3
6	27	12	6	1	11	6	2
6	28	6	5	8	5	9	5
6	29	11	3	5	7	6	6
6	30	5	5	9	6	4	9
6	31	5	5	9	6	4	9
6	32	6	3	10	5	6	8
6	33	6	3	10	5	6	8
6	34	6	3	10	5	6	8
6	35	8	4	7	6	5	8
6	36	6	6	7	3	6	10
6	37	8	6	5	4	5	10
6	38	6	6	7	6	3	10
6	39	6	5	8	4	8	7
6	40	9	7	3	7	7	5
5	21	12	5	2	7	4	8
5	22	12	2	5	7	7	5
5	23	12	4	3	8	7	4
5	24	5	9	5	7	5	7
5	25	8	8	3	8	4	7
5	26	10	6	3	9	7	3
5	27	12	6	1	11	6	2
5	28	6	5	8	5	9	5
5	29	10	4	5	7	6	6
5	30	5	5	9	6	4	9
5	31	5	5	9	6	4	9
5	32	5	4	10	5	6	8
5	33	6	2	11	5	6	8
5	34	6	3	10	7	6	6
5	35	8	4	7	6	5	8
5	36	6	6	7	5	6	8
5	37	8	6	5	4	5	10
5	38	8	4	7	6	3	10
5	39	6	5	8	4	8	7
5	40	9	7	3	7	7	5
4	21	12	5	2	7	4	8
4	22	12	2	5	7	7	5
4	23	12	4	3	8	7	4
4	24	5	9	5	7	5	7
4	25	8	8	3	8	4	7
4	26	10	6	3	9	7	3
4	27	12	6	1	11	6	2
4	28	6	5	8	5	9	5
4	29	11	3	5	7	6	6
4	30	5	5	9	6	4	9
4	31	5	5	9	6	4	9
4	32	6	3	10	5	6	8
4	33	6	3	10	5	6	8
4	34	8	3	8	5	6	8
4	35	8	4	7	8	5	6
4	36	6	6	7	3	6	10
4	37	8	6	5	4	5	10
4	38	6	6	7	6	3	10
4	39	6	5	8	2	8	9
4	40	9	7	3	7	7	5
3	21	12	5	2	7	4	8
3	22	12	2	5	7	7	5
3	23	12	4	3	8	7	4
3	24	5	9	5	7	5	7
3	25	8	8	3	8	4	7
3	26	10	6	3	9	7	3
3	27	12	6	1	11	6	2
3	28	6	5	8	5	9	5
3	29	11	3	5	7	6	6
3	30	5	5	9	6	4	9
3	31	5	5	9	6	4	9
3	32	6	3	10	5	6	8
3	33	5	4	10	5	6	8
3	34	6	3	10	5	6	8
3	35	8	4	7	8	5	6
3	36	6	6	7	6	6	7
3	37	7	7	5	4	5	10
3	38	6	6	7	6	3	10
3	39	6	5	8	4	8	7
3	40	9	7	3	7	7	5
2	21	12	5	2	7	4	8
2	22	12	2	5	7	7	5
2	23	12	4	3	8	7	4
2	24	5	9	5	7	5	7
2	25	8	8	3	8	4	7
2	26	10	6	3	9	7	3
2	27	12	6	1	11	6	2
2	28	6	5	8	5	9	5
2	29	12	2	5	7	6	6
2	30	5	5	9	6	4	9
2	31	5	5	9	6	4	9
2	32	9	3	7	5	6	8
2	33	6	3	10	5	6	8
2	34	6	3	10	8	6	5
2	35	8	4	7	6	5	8
2	36	6	6	7	3	6	10
2	37	8	6	5	8	5	6
2	38	6	6	7	6	3	10
2	39	6	5	8	4	8	7
2	40	9	7	3	7	7	5
1	21	12	5	2	7	4	8
1	22	12	2	5	7	7	5
1	23	12	4	3	8	7	4
1	24	5	9	5	7	5	7
1	25	8	8	3	8	4	7
1	26	10	6	3	9	7	3
1	27	12	6	1	11	6	2
1	28	6	5	8	5	9	5
1	29	11	3	5	6	6	7
1	30	5	5	9	6	4	9
1	31	5	5	9	6	4	9
1	32	6	3	10	5	6	8
1	33	6	3	10	5	6	8
1	34	6	3	10	5	6	8
1	35	8	4	7	6	5	8
1	36	6	6	7	3	6	10
1	37	9	5	5	4	5	10
1	38	6	6	7	7	4	9
1	39	6	5	8	4	8	7
1	40	9	7	3	7	7	5
10	1	13	4	2	7	4	8
10	2	10	4	5	7	7	5
10	3	9	7	3	8	7	4
10	4	5	9	5	7	5	7
10	5	8	8	3	8	4	7
10	6	10	6	3	9	7	3
10	7	12	6	1	11	6	2
10	8	6	5	8	5	9	5
10	9	11	3	5	7	6	6
10	10	5	5	9	8	2	9
10	11	5	5	9	6	4	9
10	12	6	3	10	5	6	8
10	13	6	3	10	5	6	8
10	14	6	3	10	5	6	8
10	15	8	4	7	6	5	8
10	16	6	6	7	3	6	10
10	17	8	6	5	4	5	10
10	18	6	6	7	6	3	10
10	19	6	5	8	4	8	7
10	20	9	7	3	7	7	5
9	1	15	2	2	7	4	8
9	2	12	2	5	7	7	5
9	3	12	4	3	8	7	4
9	4	5	9	5	7	5	7
9	5	10	8	1	8	4	7
9	6	7	9	3	9	7	3
9	7	12	6	1	11	6	2
9	8	6	5	8	8	6	5
9	9	11	3	5	7	6	6
9	10	5	5	9	4	6	9
9	11	5	5	9	6	4	9
9	12	4	5	10	5	6	8
9	13	6	2	11	5	6	8
9	14	6	3	10	5	6	8
9	15	8	4	7	6	5	8
9	16	6	6	7	3	6	10
9	17	8	6	5	4	5	10
9	18	6	6	7	6	3	10
9	19	6	5	8	4	8	7
9	20	9	7	3	7	7	5
8	1	12	5	2	7	4	8
8	2	12	2	5	7	7	5
8	3	12	4	3	8	7	4
8	4	5	9	5	7	5	7
8	5	8	8	3	8	4	7
8	6	10	6	3	9	7	3
8	7	12	6	1	11	6	2
8	8	6	5	8	5	9	5
8	9	11	3	5	7	6	6
8	10	5	5	9	6	4	9
8	11	5	5	9	6	4	9
8	12	6	3	10	5	6	8
8	13	6	3	10	5	6	8
8	14	6	3	10	5	6	8
8	15	8	4	7	6	5	8
8	16	6	6	7	3	6	10
8	17	8	6	5	4	5	10
8	18	6	6	7	6	3	10
8	19	6	5	8	4	8	7
8	20	9	7	3	7	7	5
7	1	12	5	2	7	4	8
7	2	12	2	5	7	7	5
7	3	12	4	3	8	7	4
7	4	5	9	5	7	5	7
7	5	8	8	3	8	4	7
7	6	10	6	3	9	7	3
7	7	12	6	1	11	6	2
7	8	6	5	8	5	9	5
7	9	11	3	5	7	6	6
7	10	5	5	9	6	4	9
7	11	5	5	9	6	4	9
7	12	6	3	10	5	6	8
7	13	6	3	10	5	6	8
7	14	6	3	10	5	6	8
7	15	8	4	7	6	5	8
7	16	6	6	7	3	6	10
7	17	8	6	5	4	5	10
7	18	6	6	7	6	3	10
7	19	6	5	8	4	8	7
7	20	9	7	3	7	7	5
6	1	16	1	2	10	4	5
6	2	12	2	5	7	7	5
6	3	12	4	3	8	7	4
6	4	5	9	5	7	5	7
6	5	8	8	3	8	4	7
6	6	8	6	5	9	7	3
6	7	12	6	1	11	6	2
6	8	6	5	8	5	9	5
6	9	9	5	5	6	6	7
6	10	5	5	9	6	4	9
6	11	5	5	9	6	4	9
6	12	6	3	10	5	6	8
6	13	6	3	10	5	6	8
6	14	6	3	10	5	6	8
6	15	8	4	7	6	5	8
6	16	6	6	7	3	6	10
6	17	8	6	5	4	5	10
6	18	6	6	7	6	3	10
6	19	6	5	8	4	8	7
6	20	9	7	3	7	7	5
5	1	12	5	2	7	4	8
5	2	12	2	5	7	7	5
5	3	12	4	3	8	7	4
5	4	5	9	5	7	5	7
5	5	8	8	3	8	4	7
5	6	10	6	3	9	7	3
5	7	12	6	1	11	6	2
5	8	6	5	8	5	9	5
5	9	11	3	5	7	6	6
5	10	5	5	9	6	4	9
5	11	5	5	9	6	4	9
5	12	6	3	10	5	6	8
5	13	6	3	10	5	6	8
5	14	6	3	10	5	6	8
5	15	8	4	7	6	5	8
5	16	6	6	7	3	6	10
5	17	8	6	5	4	5	10
5	18	6	6	7	6	3	10
5	19	6	5	8	4	8	7
5	20	9	7	3	7	7	5
4	1	12	5	2	7	4	8
4	2	12	2	5	7	7	5
4	3	11	5	3	8	7	4
4	4	5	9	5	8	5	6
4	5	8	8	3	8	4	7
4	6	10	6	3	9	7	3
4	7	12	6	1	11	6	2
4	8	6	5	8	5	9	5
4	9	11	3	5	7	6	6
4	10	5	5	9	6	4	9
4	11	5	5	9	6	4	9
4	12	6	3	10	5	6	8
4	13	6	3	10	5	6	8
4	14	6	3	10	5	6	8
4	15	9	3	7	6	5	8
4	16	6	6	7	3	6	10
4	17	8	6	5	6	3	10
4	18	6	6	7	6	3	10
4	19	6	5	8	4	8	7
4	20	9	7	3	7	7	5
3	1	12	5	2	7	4	8
3	2	12	2	5	7	7	5
3	3	12	4	3	8	7	4
3	4	5	9	5	7	5	7
3	5	8	8	3	8	4	7
3	6	10	6	3	9	7	3
3	7	12	6	1	11	6	2
3	8	6	5	8	5	9	5
3	9	11	3	5	7	6	6
3	10	5	5	9	6	4	9
3	11	5	5	9	6	4	9
3	12	6	3	10	5	6	8
3	13	6	3	10	5	6	8
3	14	6	3	10	5	6	8
3	15	8	4	7	6	5	8
3	16	6	6	7	3	6	10
3	17	8	6	5	4	5	10
3	18	6	6	7	6	3	10
3	19	6	5	8	4	8	7
3	20	9	7	3	7	7	5
2	1	12	5	2	7	4	8
2	2	10	4	5	7	7	5
2	3	12	4	3	8	7	4
2	4	5	9	5	7	5	7
2	5	8	8	3	8	4	7
2	6	10	6	3	9	7	3
2	7	12	6	1	11	6	2
2	8	6	5	8	5	9	5
2	9	11	3	5	7	6	6
2	10	5	5	9	6	4	9
2	11	5	5	9	6	4	9
2	12	6	3	10	5	6	8
2	13	6	3	10	5	6	8
2	14	7	2	10	5	6	8
2	15	8	4	7	6	5	8
2	16	6	6	7	3	6	10
2	17	8	6	5	4	5	10
2	18	6	6	7	6	3	10
2	19	6	5	8	4	8	7
2	20	9	7	3	7	7	5
1	1	14	3	2	7	4	8
1	2	12	2	5	7	7	5
1	3	11	4	4	8	7	4
1	4	5	9	5	7	5	7
1	5	8	8	3	8	4	7
1	6	10	6	3	9	7	3
1	7	12	6	1	11	6	2
1	8	6	5	8	7	7	5
1	9	11	3	5	7	6	6
1	10	6	4	9	6	4	9
1	11	5	5	9	6	4	9
1	12	6	3	10	5	6	8
1	13	6	3	10	5	6	8
1	14	6	3	10	5	6	8
1	15	8	4	7	6	5	8
1	16	6	6	7	3	6	10
1	17	8	6	5	7	2	10
1	18	6	6	7	6	3	10
1	19	6	5	8	4	8	7
1	20	9	7	3	7	7	5
